record_id,package_name,record_time,foreground_time_usage,last_time_use,downloaded_data_kb,uploaded_data_kb,was_foreground,boot
3,com.whatsapp,2015-05-06 13:37:39,00:43:04,2015-05-06 13:33:41,0.0,0.0,0,1
38,com.whatsapp,2015-05-06 13:40:01,00:43:04,2015-05-06 13:33:41,0.05078125,0.05078125,0,1
48,com.whatsapp,2015-05-06 13:41:01,00:43:32,2015-05-06 13:40:35,0.9013671875,0.9853515625,1,1
59,com.whatsapp,2015-05-06 13:43:01,00:43:53,2015-05-06 13:43:01,0.4365234375,0.58203125,1,1
66,com.whatsapp,2015-05-06 13:44:01,00:44:54,2015-05-06 13:44:01,1.77734375,4.8369140625,1,0
77,com.whatsapp,2015-05-06 13:45:02,00:44:59,2015-05-06 13:44:08,2.16796875,3.099609375,1,0
92,com.whatsapp,2015-05-06 13:47:02,00:44:59,2015-05-06 13:44:08,0.1396484375,0.1337890625,0,0
94,com.whatsapp,2015-05-06 13:48:01,00:44:59,2015-05-06 13:44:08,0.111328125,0.224609375,0,0
99,com.whatsapp,2015-05-06 13:49:02,00:44:59,2015-05-06 13:44:08,0.05078125,0.05078125,0,0
117,com.whatsapp,2015-05-06 13:54:02,00:45:10,2015-05-06 13:53:09,1.5185546875,2.73046875,1,0
127,com.whatsapp,2015-05-06 13:55:01,00:45:10,2015-05-06 13:53:09,1.2412109375,1.458984375,0,0
134,com.whatsapp,2015-05-06 14:59:02,00:45:10,2015-05-06 13:53:09,5.5498046875,6.8369140625,0,0
172,com.whatsapp,2015-05-06 15:10:02,00:52:31,2015-05-06 15:09:45,1.0244140625,1.205078125,1,0
191,com.whatsapp,2015-05-06 15:11:01,00:52:31,2015-05-06 15:09:45,0.8095703125,0.796875,0,0
197,com.whatsapp,2015-05-06 15:12:01,00:52:49,2015-05-06 15:11:22,0.6083984375,0.794921875,1,0
203,com.whatsapp,2015-05-06 15:13:02,00:53:13,2015-05-06 15:12:52,0.6767578125,0.7138671875,1,0
211,com.whatsapp,2015-05-06 15:14:02,00:53:31,2015-05-06 15:13:53,0.642578125,0.830078125,1,0
220,com.whatsapp,2015-05-06 15:15:01,00:53:31,2015-05-06 15:13:53,4.1865234375,52.681640625,0,0
221,com.whatsapp,2015-05-06 15:16:01,00:53:31,2015-05-06 15:13:53,5.6455078125,53.0107421875,0,0
223,com.whatsapp,2015-05-06 15:17:01,00:53:31,2015-05-06 15:13:53,2.1455078125,1.693359375,0,0
226,com.whatsapp,2015-05-06 15:18:01,00:53:37,2015-05-06 15:17:50,4.849609375,49.0751953125,1,0
240,com.whatsapp,2015-05-06 15:19:03,00:53:37,2015-05-06 15:17:50,0.0732421875,0.11328125,0,0
245,com.whatsapp,2015-05-06 15:20:25,00:53:37,2015-05-06 15:17:50,3.0458984375,47.9892578125,0,0
248,com.whatsapp,2015-05-06 15:21:02,00:53:37,2015-05-06 15:17:50,0.244140625,0.134765625,0,0
254,com.whatsapp,2015-05-06 15:22:06,00:53:37,2015-05-06 15:17:50,4.6005859375,50.2763671875,0,0
259,com.whatsapp,2015-05-06 15:23:01,00:53:37,2015-05-06 15:17:50,0.5498046875,0.4951171875,0,0
